,index,person_id,latlon,time,time_shift,sequence,poi_type,activity_type,travel_type,fixed_activity,time_available,latitude,longitude,datetime,latlon_shift,node_id_o,node_id_d
22,2,1,"36.017275180220686, -83.9789496929944",3/11/2022 8:45,3/11/2022 8:52,23,travel,drive,drive,y,7,36.0089996,-84.0004744,2022-03-11 08:45:23,"36.00855266240395, -84.00900907740508",42813,39881
23,2,1,"36.017275180220686, -83.9789496929944",3/11/2022 8:45,3/11/2022 8:52,24,travel,drive,drive,y,7,36.0090439,-84.0008087,2022-03-11 08:45:24,"36.00855266240395, -84.00900907740508",39881,39902
24,2,1,"36.017275180220686, -83.9789496929944",3/11/2022 8:45,3/11/2022 8:52,25,travel,drive,drive,y,7,36.0090553,-84.0008949,2022-03-11 08:45:25,"36.00855266240395, -84.00900907740508",39902,27611
25,2,1,"36.017275180220686, -83.9789496929944",3/11/2022 8:45,3/11/2022 8:52,26,travel,drive,drive,y,7,36.0091598,-84.0020343,2022-03-11 08:45:26,"36.00855266240395, -84.00900907740508",27611,42826
26,2,1,"36.017275180220686, -83.9789496929944",3/11/2022 8:45,3/11/2022 8:52,27,travel,drive,drive,y,7,36.0091668,-84.0024106,2022-03-11 08:45:27,"36.00855266240395, -84.00900907740508",42826,42828
27,2,1,"36.017275180220686, -83.9789496929944",3/11/2022 8:45,3/11/2022 8:52,28,travel,drive,drive,y,7,36.009173,-84.0027461,2022-03-11 08:45:28,"36.00855266240395, -84.00900907740508",42828,42829
28,2,1,"36.017275180220686, -83.9789496929944",3/11/2022 8:45,3/11/2022 8:52,29,travel,drive,drive,y,7,36.0091734,-84.0031687,2022-03-11 08:45:29,"36.00855266240395, -84.00900907740508",42829,16287
29,2,1,"36.017275180220686, -83.9789496929944",3/11/2022 8:45,3/11/2022 8:52,30,travel,drive,drive,y,7,36.0090648,-84.0042298,2022-03-11 08:45:30,"36.00855266240395, -84.00900907740508",16287,42818
30,2,1,"36.017275180220686, -83.9789496929944",3/11/2022 8:45,3/11/2022 8:52,31,travel,drive,drive,y,7,36.009053,-84.0043383,2022-03-11 08:45:31,"36.00855266240395, -84.00900907740508",42818,42825
31,2,1,"36.017275180220686, -83.9789496929944",3/11/2022 8:45,3/11/2022 8:52,32,travel,drive,drive,y,7,36.0090158,-84.0046802,2022-03-11 08:45:32,"36.00855266240395, -84.00900907740508",42825,42822
32,2,1,"36.017275180220686, -83.9789496929944",3/11/2022 8:45,3/11/2022 8:52,33,travel,drive,drive,y,7,36.0089672,-84.0050244,2022-03-11 08:45:33,"36.00855266240395, -84.00900907740508",42822,52661
33,2,1,"36.017275180220686, -83.9789496929944",3/11/2022 8:45,3/11/2022 8:52,34,travel,drive,drive,y,7,36.0088693,-84.0056556,2022-03-11 08:45:34,"36.00855266240395, -84.00900907740508",52661,53167
34,2,1,"36.017275180220686, -83.9789496929944",3/11/2022 8:45,3/11/2022 8:52,35,travel,drive,drive,y,7,36.0087899,-84.0061679,2022-03-11 08:45:35,"36.00855266240395, -84.00900907740508",53167,6193
35,2,1,"36.017275180220686, -83.9789496929944",3/11/2022 8:45,3/11/2022 8:52,36,travel,drive,drive,y,7,36.0084182,-84.0082775,2022-03-11 08:45:36,"36.00855266240395, -84.00900907740508",6193,50108
36,2,1,"36.017275180220686, -83.9789496929944",3/11/2022 8:45,3/11/2022 8:52,37,travel,drive,drive,y,7,36.0082512,-84.0091408,2022-03-11 08:45:37,"36.00855266240395, -84.00900907740508",50108,50109
37,2,1,"36.017275180220686, -83.9789496929944",3/11/2022 8:45,3/11/2022 8:52,38,travel,drive,drive,y,7,36.0084901,-84.0093106,2022-03-11 08:45:38,"36.00855266240395, -84.00900907740508",50109,50109
38,3,1,"36.00855266240395, -84.00900907740508",3/11/2022 8:52,3/11/2022 19:30,39,work,work,stay,y,638,36.00855266240395,-84.00900907740508,2022-03-11 08:52:00,"36.00855266240395, -84.00900907740508",50109,50109
39,4,1,"36.00855266240395, -84.00900907740508",3/11/2022 19:30,3/11/2022 19:37,40,travel,drive,drive,y,7,36.0084901,-84.0093106,2022-03-11 19:30:40,"36.017275180220686, -83.9789496929944",50109,50108
40,4,1,"36.00855266240395, -84.00900907740508",3/11/2022 19:30,3/11/2022 19:37,41,travel,drive,drive,y,7,36.0082512,-84.0091408,2022-03-11 19:30:41,"36.017275180220686, -83.9789496929944",50108,6193
41,4,1,"36.00855266240395, -84.00900907740508",3/11/2022 19:30,3/11/2022 19:37,42,travel,drive,drive,y,7,36.0084182,-84.0082775,2022-03-11 19:30:42,"36.017275180220686, -83.9789496929944",6193,53167
42,4,1,"36.00855266240395, -84.00900907740508",3/11/2022 19:30,3/11/2022 19:37,43,travel,drive,drive,y,7,36.0087899,-84.0061679,2022-03-11 19:30:43,"36.017275180220686, -83.9789496929944",53167,52661
43,4,1,"36.00855266240395, -84.00900907740508",3/11/2022 19:30,3/11/2022 19:37,44,travel,drive,drive,y,7,36.0088693,-84.0056556,2022-03-11 19:30:44,"36.017275180220686, -83.9789496929944",52661,42822
44,4,1,"36.00855266240395, -84.00900907740508",3/11/2022 19:30,3/11/2022 19:37,45,travel,drive,drive,y,7,36.0089672,-84.0050244,2022-03-11 19:30:45,"36.017275180220686, -83.9789496929944",42822,42825
45,4,1,"36.00855266240395, -84.00900907740508",3/11/2022 19:30,3/11/2022 19:37,46,travel,drive,drive,y,7,36.0090158,-84.0046802,2022-03-11 19:30:46,"36.017275180220686, -83.9789496929944",42825,42818
46,4,1,"36.00855266240395, -84.00900907740508",3/11/2022 19:30,3/11/2022 19:37,47,travel,drive,drive,y,7,36.009053,-84.0043383,2022-03-11 19:30:47,"36.017275180220686, -83.9789496929944",42818,16287
47,4,1,"36.00855266240395, -84.00900907740508",3/11/2022 19:30,3/11/2022 19:37,48,travel,drive,drive,y,7,36.0090648,-84.0042298,2022-03-11 19:30:48,"36.017275180220686, -83.9789496929944",16287,42829
48,4,1,"36.00855266240395, -84.00900907740508",3/11/2022 19:30,3/11/2022 19:37,49,travel,drive,drive,y,7,36.0091734,-84.0031687,2022-03-11 19:30:49,"36.017275180220686, -83.9789496929944",42829,42828
49,4,1,"36.00855266240395, -84.00900907740508",3/11/2022 19:30,3/11/2022 19:37,50,travel,drive,drive,y,7,36.009173,-84.0027461,2022-03-11 19:30:50,"36.017275180220686, -83.9789496929944",42828,42826
50,4,1,"36.00855266240395, -84.00900907740508",3/11/2022 19:30,3/11/2022 19:37,51,travel,drive,drive,y,7,36.0091668,-84.0024106,2022-03-11 19:30:51,"36.017275180220686, -83.9789496929944",42826,27611
51,4,1,"36.00855266240395, -84.00900907740508",3/11/2022 19:30,3/11/2022 19:37,52,travel,drive,drive,y,7,36.0091598,-84.0020343,2022-03-11 19:30:52,"36.017275180220686, -83.9789496929944",27611,39902
52,4,1,"36.00855266240395, -84.00900907740508",3/11/2022 19:30,3/11/2022 19:37,53,travel,drive,drive,y,7,36.0090553,-84.0008949,2022-03-11 19:30:53,"36.017275180220686, -83.9789496929944",39902,39881
53,4,1,"36.00855266240395, -84.00900907740508",3/11/2022 19:30,3/11/2022 19:37,54,travel,drive,drive,y,7,36.0090439,-84.0008087,2022-03-11 19:30:54,"36.017275180220686, -83.9789496929944",39881,42813
54,4,1,"36.00855266240395, -84.00900907740508",3/11/2022 19:30,3/11/2022 19:37,55,travel,drive,drive,y,7,36.0089996,-84.0004744,2022-03-11 19:30:55,"36.017275180220686, -83.9789496929944",42813,42811
55,4,1,"36.00855266240395, -84.00900907740508",3/11/2022 19:30,3/11/2022 19:37,56,travel,drive,drive,y,7,36.0089249,-83.9999104,2022-03-11 19:30:56,"36.017275180220686, -83.9789496929944",42811,6842
56,4,1,"36.00855266240395, -84.00900907740508",3/11/2022 19:30,3/11/2022 19:37,57,travel,drive,drive,y,7,36.0088697,-83.9994934,2022-03-11 19:30:57,"36.017275180220686, -83.9789496929944",6842,42808
57,4,1,"36.00855266240395, -84.00900907740508",3/11/2022 19:30,3/11/2022 19:37,58,travel,drive,drive,y,7,36.0091249,-83.9996402,2022-03-11 19:30:58,"36.017275180220686, -83.9789496929944",42808,6841
58,4,1,"36.00855266240395, -84.00900907740508",3/11/2022 19:30,3/11/2022 19:37,59,travel,drive,drive,y,7,36.0100348,-83.9983507,2022-03-11 19:30:59,"36.017275180220686, -83.9789496929944",6841,6840
59,4,1,"36.00855266240395, -84.00900907740508",3/11/2022 19:30,3/11/2022 19:37,60,travel,drive,drive,y,7,36.0102908,-83.9978894,2022-03-11 19:31:00,"36.017275180220686, -83.9789496929944",6840,6839
60,4,1,"36.00855266240395, -84.00900907740508",3/11/2022 19:30,3/11/2022 19:37,61,travel,drive,drive,y,7,36.0105815,-83.9973422,2022-03-11 19:31:01,"36.017275180220686, -83.9789496929944",6839,39295
61,4,1,"36.00855266240395, -84.00900907740508",3/11/2022 19:30,3/11/2022 19:37,62,travel,drive,drive,y,7,36.0109933,-83.9966281,2022-03-11 19:31:02,"36.017275180220686, -83.9789496929944",39295,6838
62,4,1,"36.00855266240395, -84.00900907740508",3/11/2022 19:30,3/11/2022 19:37,63,travel,drive,drive,y,7,36.012671,-83.9937186,2022-03-11 19:31:03,"36.017275180220686, -83.9789496929944",6838,6836
63,4,1,"36.00855266240395, -84.00900907740508",3/11/2022 19:30,3/11/2022 19:37,64,travel,drive,drive,y,7,36.0123128,-83.9917914,2022-03-11 19:31:04,"36.017275180220686, -83.9789496929944",6836,6835
64,4,1,"36.00855266240395, -84.00900907740508",3/11/2022 19:30,3/11/2022 19:37,65,travel,drive,drive,y,7,36.0140955,-83.9903344,2022-03-11 19:31:05,"36.017275180220686, -83.9789496929944",6835,50430
65,4,1,"36.00855266240395, -84.00900907740508",3/11/2022 19:30,3/11/2022 19:37,66,travel,drive,drive,y,7,36.0155891,-83.9873634,2022-03-11 19:31:06,"36.017275180220686, -83.9789496929944",50430,50431
66,4,1,"36.00855266240395, -84.00900907740508",3/11/2022 19:30,3/11/2022 19:37,67,travel,drive,drive,y,7,36.0158654,-83.9868137,2022-03-11 19:31:07,"36.017275180220686, -83.9789496929944",50431,50453
67,4,1,"36.00855266240395, -84.00900907740508",3/11/2022 19:30,3/11/2022 19:37,68,travel,drive,drive,y,7,36.016086,-83.9864226,2022-03-11 19:31:08,"36.017275180220686, -83.9789496929944",50453,6834
68,4,1,"36.00855266240395, -84.00900907740508",3/11/2022 19:30,3/11/2022 19:37,69,travel,drive,drive,y,7,36.0163202,-83.9861548,2022-03-11 19:31:09,"36.017275180220686, -83.9789496929944",6834,6833
69,4,1,"36.00855266240395, -84.00900907740508",3/11/2022 19:30,3/11/2022 19:37,70,travel,drive,drive,y,7,36.0165702,-83.9859129,2022-03-11 19:31:10,"36.017275180220686, -83.9789496929944",6833,20485
70,4,1,"36.00855266240395, -84.00900907740508",3/11/2022 19:30,3/11/2022 19:37,71,travel,drive,drive,y,7,36.0170465,-83.9854545,2022-03-11 19:31:11,"36.017275180220686, -83.9789496929944",20485,6837
71,4,1,"36.00855266240395, -84.00900907740508",3/11/2022 19:30,3/11/2022 19:37,72,travel,drive,drive,y,7,36.0184767,-83.9841122,2022-03-11 19:31:12,"36.017275180220686, -83.9789496929944",6837,17528
72,4,1,"36.00855266240395, -84.00900907740508",3/11/2022 19:30,3/11/2022 19:37,73,travel,drive,drive,y,7,36.0169185,-83.9804546,2022-03-11 19:31:13,"36.017275180220686, -83.9789496929944",17528,13165
73,4,1,"36.00855266240395, -84.00900907740508",3/11/2022 19:30,3/11/2022 19:37,74,travel,drive,drive,y,7,36.0176306,-83.9791059,2022-03-11 19:31:14,"36.017275180220686, -83.9789496929944",13165,6077
74,4,1,"36.00855266240395, -84.00900907740508",3/11/2022 19:30,3/11/2022 19:37,75,travel,drive,drive,y,7,36.0175872,-83.9786177,2022-03-11 19:31:15,"36.017275180220686, -83.9789496929944",6077,13164
75,4,1,"36.00855266240395, -84.00900907740508",3/11/2022 19:30,3/11/2022 19:37,76,travel,drive,drive,y,7,36.0172705,-83.9786499,2022-03-11 19:31:16,"36.017275180220686, -83.9789496929944",13164,13164
76,5,1,"36.017275180220686, -83.9789496929944",3/11/2022 19:37,3/12/2022 8:00,77,home,home,stay,y,743,36.017275180220686,-83.9789496929944,2022-03-11 19:37:00,"36.017275180220686, -83.9789496929944",13164,13164
77,6,1,"36.017275180220686, -83.9789496929944",3/12/2022 8:00,3/12/2022 8:32,78,home,home,stay,y,32,36.017275180220686,-83.9789496929944,2022-03-12 08:00:00,"36.017275180220686, -83.9789496929944",13164,13164
78,7,1,"36.017275180220686, -83.9789496929944",3/12/2022 8:32,3/12/2022 8:50,79,travel,drive,drive,y,18,36.0172705,-83.9786499,2022-03-12 08:33:19,"35.92535781354765, -84.00089557479511",13164,15364
79,7,1,"36.017275180220686, -83.9789496929944",3/12/2022 8:32,3/12/2022 8:50,80,travel,drive,drive,y,18,36.016329,-83.9768569,2022-03-12 08:33:20,"35.92535781354765, -84.00089557479511",15364,19788
80,7,1,"36.017275180220686, -83.9789496929944",3/12/2022 8:32,3/12/2022 8:50,81,travel,drive,drive,y,18,36.0154676,-83.9770898,2022-03-12 08:33:21,"35.92535781354765, -84.00089557479511",19788,15214
81,7,1,"36.017275180220686, -83.9789496929944",3/12/2022 8:32,3/12/2022 8:50,82,travel,drive,drive,y,18,36.0153577,-83.9767779,2022-03-12 08:33:22,"35.92535781354765, -84.00089557479511",15214,51912
82,7,1,"36.017275180220686, -83.9789496929944",3/12/2022 8:32,3/12/2022 8:50,83,travel,drive,drive,y,18,36.0152827,-83.9765364,2022-03-12 08:33:23,"35.92535781354765, -84.00089557479511",51912,11748
83,7,1,"36.017275180220686, -83.9789496929944",3/12/2022 8:32,3/12/2022 8:50,84,travel,drive,drive,y,18,36.0146453,-83.9749807,2022-03-12 08:33:24,"35.92535781354765, -84.00089557479511",11748,50613
84,7,1,"36.017275180220686, -83.9789496929944",3/12/2022 8:32,3/12/2022 8:50,85,travel,drive,drive,y,18,36.0133402,-83.9730687,2022-03-12 08:33:25,"35.92535781354765, -84.00089557479511",50613,16247
85,7,1,"36.017275180220686, -83.9789496929944",3/12/2022 8:32,3/12/2022 8:50,86,travel,drive,drive,y,18,36.013144,-83.9727813,2022-03-12 08:33:26,"35.92535781354765, -84.00089557479511",16247,50628
86,7,1,"36.017275180220686, -83.9789496929944",3/12/2022 8:32,3/12/2022 8:50,87,travel,drive,drive,y,18,36.0130385,-83.9726256,2022-03-12 08:33:27,"35.92535781354765, -84.00089557479511",50628,50629
87,7,1,"36.017275180220686, -83.9789496929944",3/12/2022 8:32,3/12/2022 8:50,88,travel,drive,drive,y,18,36.0129011,-83.9724225,2022-03-12 08:33:28,"35.92535781354765, -84.00089557479511",50629,17529
88,7,1,"36.017275180220686, -83.9789496929944",3/12/2022 8:32,3/12/2022 8:50,89,travel,drive,drive,y,18,36.0126536,-83.9720571,2022-03-12 08:33:29,"35.92535781354765, -84.00089557479511",17529,50631
89,7,1,"36.017275180220686, -83.9789496929944",3/12/2022 8:32,3/12/2022 8:50,90,travel,drive,drive,y,18,36.0126077,-83.9719825,2022-03-12 08:33:30,"35.92535781354765, -84.00089557479511",50631,50632
90,7,1,"36.017275180220686, -83.9789496929944",3/12/2022 8:32,3/12/2022 8:50,91,travel,drive,drive,y,18,36.0121216,-83.9712289,2022-03-12 08:33:31,"35.92535781354765, -84.00089557479511",50632,50639
91,7,1,"36.017275180220686, -83.9789496929944",3/12/2022 8:32,3/12/2022 8:50,92,travel,drive,drive,y,18,36.0119231,-83.9709382,2022-03-12 08:33:32,"35.92535781354765, -84.00089557479511",50639,43601
92,7,1,"36.017275180220686, -83.9789496929944",3/12/2022 8:32,3/12/2022 8:50,93,travel,drive,drive,y,18,36.0117319,-83.9706582,2022-03-12 08:33:33,"35.92535781354765, -84.00089557479511",43601,43602
93,7,1,"36.017275180220686, -83.9789496929944",3/12/2022 8:32,3/12/2022 8:50,94,travel,drive,drive,y,18,36.0116064,-83.9704743,2022-03-12 08:33:34,"35.92535781354765, -84.00089557479511",43602,15873
94,7,1,"36.017275180220686, -83.9789496929944",3/12/2022 8:32,3/12/2022 8:50,95,travel,drive,drive,y,18,36.0113818,-83.9701453,2022-03-12 08:33:35,"35.92535781354765, -84.00089557479511",15873,1025
95,7,1,"36.017275180220686, -83.9789496929944",3/12/2022 8:32,3/12/2022 8:50,96,travel,drive,drive,y,18,36.011583,-83.970132,2022-03-12 08:33:36,"35.92535781354765, -84.00089557479511",1025,1026
96,7,1,"36.017275180220686, -83.9789496929944",3/12/2022 8:32,3/12/2022 8:50,97,travel,drive,drive,y,18,36.008616,-83.975494,2022-03-12 08:33:37,"35.92535781354765, -84.00089557479511",1026,1027
97,7,1,"36.017275180220686, -83.9789496929944",3/12/2022 8:32,3/12/2022 8:50,98,travel,drive,drive,y,18,36.006988,-83.977718,2022-03-12 08:33:38,"35.92535781354765, -84.00089557479511",1027,1028
98,7,1,"36.017275180220686, -83.9789496929944",3/12/2022 8:32,3/12/2022 8:50,99,travel,drive,drive,y,18,36.005259,-83.980101,2022-03-12 08:33:39,"35.92535781354765, -84.00089557479511",1028,1029
99,7,1,"36.017275180220686, -83.9789496929944",3/12/2022 8:32,3/12/2022 8:50,100,travel,drive,drive,y,18,36.003087,-83.983091,2022-03-12 08:33:40,"35.92535781354765, -84.00089557479511",1029,1030
100,7,1,"36.017275180220686, -83.9789496929944",3/12/2022 8:32,3/12/2022 8:50,101,travel,drive,drive,y,18,35.999798,-83.987973,2022-03-12 08:33:41,"35.92535781354765, -84.00089557479511",1030,1031
101,7,1,"36.017275180220686, -83.9789496929944",3/12/2022 8:32,3/12/2022 8:50,102,travel,drive,drive,y,18,35.998881,-83.989471,2022-03-12 08:33:42,"35.92535781354765, -84.00089557479511",1031,1032
102,7,1,"36.017275180220686, -83.9789496929944",3/12/2022 8:32,3/12/2022 8:50,103,travel,drive,drive,y,18,35.996733,-83.993031,2022-03-12 08:33:43,"35.92535781354765, -84.00089557479511",1032,1033
103,7,1,"36.017275180220686, -83.9789496929944",3/12/2022 8:32,3/12/2022 8:50,104,travel,drive,drive,y,18,35.994106,-83.997282,2022-03-12 08:33:44,"35.92535781354765, -84.00089557479511",1033,1034
104,7,1,"36.017275180220686, -83.9789496929944",3/12/2022 8:32,3/12/2022 8:50,105,travel,drive,drive,y,18,35.992007,-83.9988,2022-03-12 08:33:45,"35.92535781354765, -84.00089557479511",1034,1035
105,7,1,"36.017275180220686, -83.9789496929944",3/12/2022 8:32,3/12/2022 8:50,106,travel,drive,drive,y,18,35.989757,-83.99906,2022-03-12 08:33:46,"35.92535781354765, -84.00089557479511",1035,1036
106,7,1,"36.017275180220686, -83.9789496929944",3/12/2022 8:32,3/12/2022 8:50,107,travel,drive,drive,y,18,35.987354,-83.995266,2022-03-12 08:33:47,"35.92535781354765, -84.00089557479511",1036,1037
107,7,1,"36.017275180220686, -83.9789496929944",3/12/2022 8:32,3/12/2022 8:50,108,travel,drive,drive,y,18,35.986566,-83.991435,2022-03-12 08:33:48,"35.92535781354765, -84.00089557479511",1037,1038
108,7,1,"36.017275180220686, -83.9789496929944",3/12/2022 8:32,3/12/2022 8:50,109,travel,drive,drive,y,18,35.986268,-83.987761,2022-03-12 08:33:49,"35.92535781354765, -84.00089557479511",1038,1039
109,7,1,"36.017275180220686, -83.9789496929944",3/12/2022 8:32,3/12/2022 8:50,110,travel,drive,drive,y,18,35.986436,-83.983147,2022-03-12 08:33:50,"35.92535781354765, -84.00089557479511",1039,1040
110,7,1,"36.017275180220686, -83.9789496929944",3/12/2022 8:32,3/12/2022 8:50,111,travel,drive,drive,y,18,35.985103,-83.978584,2022-03-12 08:33:51,"35.92535781354765, -84.00089557479511",1040,1041
111,7,1,"36.017275180220686, -83.9789496929944",3/12/2022 8:32,3/12/2022 8:50,112,travel,drive,drive,y,18,35.978827,-83.973577,2022-03-12 08:33:52,"35.92535781354765, -84.00089557479511",1041,1042
112,7,1,"36.017275180220686, -83.9789496929944",3/12/2022 8:32,3/12/2022 8:50,113,travel,drive,drive,y,18,35.978086,-83.969843,2022-03-12 08:33:53,"35.92535781354765, -84.00089557479511",1042,1043
113,7,1,"36.017275180220686, -83.9789496929944",3/12/2022 8:32,3/12/2022 8:50,114,travel,drive,drive,y,18,35.976076,-83.968222,2022-03-12 08:33:54,"35.92535781354765, -84.00089557479511",1043,1044
114,7,1,"36.017275180220686, -83.9789496929944",3/12/2022 8:32,3/12/2022 8:50,115,travel,drive,drive,y,18,35.974661,-83.973933,2022-03-12 08:33:55,"35.92535781354765, -84.00089557479511",1044,1045
115,7,1,"36.017275180220686, -83.9789496929944",3/12/2022 8:32,3/12/2022 8:50,116,travel,drive,drive,y,18,35.97446,-83.976186,2022-03-12 08:33:56,"35.92535781354765, -84.00089557479511",1045,1046
116,7,1,"36.017275180220686, -83.9789496929944",3/12/2022 8:32,3/12/2022 8:50,117,travel,drive,drive,y,18,35.972945,-83.98437,2022-03-12 08:33:57,"35.92535781354765, -84.00089557479511",1046,1047
117,7,1,"36.017275180220686, -83.9789496929944",3/12/2022 8:32,3/12/2022 8:50,118,travel,drive,drive,y,18,35.971774,-83.987832,2022-03-12 08:33:58,"35.92535781354765, -84.00089557479511",1047,1048
118,7,1,"36.017275180220686, -83.9789496929944",3/12/2022 8:32,3/12/2022 8:50,119,travel,drive,drive,y,18,35.961579,-83.992475,2022-03-12 08:33:59,"35.92535781354765, -84.00089557479511",1048,1049
119,7,1,"36.017275180220686, -83.9789496929944",3/12/2022 8:32,3/12/2022 8:50,120,travel,drive,drive,y,18,35.957728,-84.002317,2022-03-12 08:34:00,"35.92535781354765, -84.00089557479511",1049,1050
120,7,1,"36.017275180220686, -83.9789496929944",3/12/2022 8:32,3/12/2022 8:50,121,travel,drive,drive,y,18,35.956094,-84.006693,2022-03-12 08:34:01,"35.92535781354765, -84.00089557479511",1050,1051
121,7,1,"36.017275180220686, -83.9789496929944",3/12/2022 8:32,3/12/2022 8:50,122,travel,drive,drive,y,18,35.952822,-84.011871,2022-03-12 08:34:02,"35.92535781354765, -84.00089557479511",1051,1052
122,7,1,"36.017275180220686, -83.9789496929944",3/12/2022 8:32,3/12/2022 8:50,123,travel,drive,drive,y,18,35.951149,-84.014493,2022-03-12 08:34:03,"35.92535781354765, -84.00089557479511",1052,1053
123,7,1,"36.017275180220686, -83.9789496929944",3/12/2022 8:32,3/12/2022 8:50,124,travel,drive,drive,y,18,35.947715,-84.018409,2022-03-12 08:34:04,"35.92535781354765, -84.00089557479511",1053,1054
124,7,1,"36.017275180220686, -83.9789496929944",3/12/2022 8:32,3/12/2022 8:50,125,travel,drive,drive,y,18,35.94577,-84.023053,2022-03-12 08:34:05,"35.92535781354765, -84.00089557479511",1054,31919
