index,person_id,latlon,time,time_shift,sequence,poi_type,activity_type,travel_type,fixed_activity,time_available
89,5,"35.95498572297621, -83.93159117686818",3/11/2022 15:12,3/11/2022 15:28,11,home,home,stay,n,16
90,5,"35.94987746378547, -83.93969935124429",3/11/2022 15:28,3/11/2022 16:28,12,grocery,shop,walk,n,60
91,5,"35.94987746378547, -83.93969935124429",3/11/2022 16:28,3/11/2022 17:01,13,grocery,shop,stay,n,33
92,5,"35.94987746378547, -83.93969935124429",3/11/2022 17:01,3/11/2022 17:51,14,home,home,walk,n,50
93,5,"35.94987746378547, -83.93969935124429",3/11/2022 17:51,3/11/2022 17:59,15,home,home,stay,n,8
94,5,"35.953351500124526, -83.93060236563888",3/11/2022 17:59,3/11/2022 20:09,16,theatre,recreation,walk,n,130
95,5,"35.953351500124526, -83.93060236563888",3/11/2022 20:09,3/11/2022 20:15,17,theatre,recreation,stay,n,6
96,5,"35.95498572297621, -83.93159117686818",3/11/2022 20:15,3/12/2022 9:43,18,home,home,walk,y,808
97,5,"35.95498572297621, -83.93159117686818",3/12/2022 9:43,3/12/2022 10:09,19,home,home,stay,y,26
98,5,"35.96501651959216, -83.91945784444025",3/12/2022 10:09,3/12/2022 10:59,20,farmers_market,shop,walk,n,50
99,5,"35.96501651959216, -83.91945784444025",3/12/2022 10:59,3/12/2022 11:03,21,farmers_market,shop,stay,n,4
100,5,"35.96467888653612, -83.91761779720387",3/12/2022 11:03,3/12/2022 11:58,22,restaurant,eat,walk,y,55
101,5,"35.96467888653612, -83.91761779720387",3/12/2022 11:58,3/12/2022 12:05,23,restaurant,eat,stay,y,7
102,5,"35.968835571136886, -83.92046535596603",3/12/2022 12:05,3/12/2022 13:00,24,art_gallery,recreation,walk,n,55
103,5,"35.968835571136886, -83.92046535596603",3/12/2022 13:00,3/12/2022 13:35,25,art_gallery,recreation,stay,n,35
104,5,"35.95498572297621, -83.93159117686818",3/12/2022 13:35,3/12/2022 18:13,26,home,home,walk,n,278
105,5,"35.95498572297621, -83.93159117686818",3/12/2022 18:13,3/12/2022 18:21,27,home,home,stay,n,8
106,5,"35.95266504198297, -83.93382514054257",3/12/2022 18:21,3/12/2022 19:03,28,restaurant,eat,walk,y,42
107,5,"35.95266504198297, -83.93382514054257",3/12/2022 19:03,3/12/2022 19:12,29,restaurant,eat,stay,y,9
108,5,"35.95498572297621, -83.93159117686818",3/12/2022 19:12,3/12/2022 23:59,30,home,study,walk,y,287
109,5,"35.95498572297621, -83.93159117686818",3/12/2022 23:59,,31,home,home,stay,y,0
110,6,"35.93333953781837, -83.91124066568271",3/11/2022 0:00,3/11/2022 5:47,1,home,home,walk,y,347
111,6,"35.93333953781837, -83.91124066568271",3/11/2022 5:47,3/11/2022 5:54,2,home,home,stay,y,7
112,6,"35.932635811329085, -83.91489928928658",3/11/2022 5:54,3/11/2022 5:55,3,bus_stop,travel,walk,y,1
113,6,"35.932635811329085, -83.91489928928658",3/11/2022 5:55,3/11/2022 6:09,4,bus_stop,travel,stay,y,14
114,6,"35.9651995563741, -83.91379974300358",3/11/2022 6:09,3/11/2022 6:15,5,bus_stop,travel,transit,y,6
115,6,"35.9651995563741, -83.91379974300358",3/11/2022 6:15,3/11/2022 7:08,6,bus_stop,travel,stay,y,53
116,6,"35.92425610917283, -84.05542424242253",3/11/2022 7:08,3/11/2022 7:15,7,bus_stop,travel,transit,y,7
117,6,"35.9215820084324, -84.05704171799077",3/11/2022 7:15,3/11/2022 14:42,8,school,work,walk,y,447
118,6,"35.9215820084324, -84.05704171799077",3/11/2022 14:42,3/11/2022 14:45,9,school,work,stay,y,3
119,6,"35.92348109612326, -84.05729342922585",3/11/2022 14:45,3/11/2022 14:49,10,bus_stop,travel,walk,y,4
120,6,"35.92348109612326, -84.05729342922585",3/11/2022 14:49,3/11/2022 15:40,11,bus_stop,travel,stay,y,51
121,6,"35.9651995563741, -83.91379974300358",3/11/2022 15:40,3/11/2022 15:44,12,bus_stop,travel,transit,y,4
122,6,"35.9651995563741, -83.91379974300358",3/11/2022 15:44,3/11/2022 15:56,13,bus_stop,travel,stay,y,12
123,6,"35.93390791018351, -83.90538824022254",3/11/2022 15:56,3/11/2022 16:03,14,bus_stop,travel,transit,y,7
124,6,"35.93333953781837, -83.91124066568271",3/11/2022 16:03,3/12/2022 9:10,15,home,home,walk,y,1027
125,6,"35.93333953781837, -83.91124066568271",3/12/2022 9:10,3/12/2022 9:17,16,home,home,stay,y,7
126,6,"35.932635811329085, -83.91489928928658",3/12/2022 9:17,3/12/2022 9:45,17,bus_stop,travel,walk,n,28
127,6,"35.96257340444492, -83.9193706300355",3/12/2022 9:45,3/12/2022 10:02,18,bus_stop,travel,transit,n,17
128,6,"35.96245965235446, -83.92530323122459",3/12/2022 10:02,3/12/2022 12:02,19,museum,recreation,walk,n,120
129,6,"35.96245965235446, -83.92530323122459",3/12/2022 12:02,3/12/2022 12:14,20,museum,recreation,stay,n,12
130,6,"35.96396036500105, -83.92078194968694",3/12/2022 12:14,3/12/2022 13:32,21,restaurant,eat,walk,y,78
131,6,"35.96396036500105, -83.92078194968694",3/12/2022 13:32,3/12/2022 13:40,22,restaurant,eat,stay,y,8
132,6,"35.966367816067496, -83.91870181581356",3/12/2022 13:40,3/12/2022 14:02,23,store,shop,walk,n,22
133,6,"35.966367816067496, -83.91870181581356",3/12/2022 14:02,3/12/2022 14:08,24,store,shop,stay,n,6
134,6,"35.96353860869744, -83.91716166588718",3/12/2022 14:08,3/12/2022 14:14,25,bus_stop,travel,walk,n,6
135,6,"35.96353860869744, -83.91716166588718",3/12/2022 14:14,3/12/2022 14:27,26,bus_stop,travel,stay,n,13
136,6,"35.93286429686599, -83.91471831658482",3/12/2022 14:27,3/12/2022 14:33,27,bus_stop,travel,transit,n,6
137,6,"35.93333953781837, -83.91124066568271",3/12/2022 14:33,3/12/2022 18:00,28,home,home,walk,n,207
138,6,"35.93333953781837, -83.91124066568271",3/12/2022 18:00,3/12/2022 23:59,29,home,home,stay,y,359
139,6,"35.93333953781837, -83.91124066568271",3/12/2022 23:59,,30,home,home,stay,y,0
140,7,"35.997048256020626, -83.94882142499111",3/11/2022 0:00,3/11/2022 6:17,1,home,home,stay,y,377
141,7,"35.997048256020626, -83.94882142499111",3/11/2022 6:17,3/11/2022 6:37,2,home,home,stay,y,20
142,7,"35.92465620479438, -84.05492267019471",3/11/2022 6:37,3/11/2022 12:30,3,restaurant,work,drive,y,353
143,7,"35.92465620479438, -84.05492267019471",3/11/2022 12:30,3/11/2022 12:35,4,restaurant,work,stay,y,5
144,7,"35.922705440659165, -84.06254223827057",3/11/2022 12:35,3/11/2022 19:03,5,restaurant,work,drive,y,388
145,7,"35.922705440659165, -84.06254223827057",3/11/2022 19:03,3/11/2022 19:22,6,restaurant,work,stay,y,19
146,7,"35.997048256020626, -83.94882142499111",3/11/2022 19:22,3/12/2022 6:17,7,home,home,drive,y,655
147,7,"35.997048256020626, -83.94882142499111",3/12/2022 6:17,3/12/2022 6:38,8,home,home,stay,y,21
148,7,"35.90439249534806, -84.01991612135879",3/12/2022 6:38,3/12/2022 6:48,9,gym,drop_off_passenger,drive,y,10
149,7,"35.92465620479438, -84.05492267019471",3/12/2022 6:48,3/12/2022 12:49,10,restaurant,work,drive,y,361
150,7,"35.92465620479438, -84.05492267019471",3/12/2022 12:49,3/12/2022 12:57,11,restaurant,work,stay,y,8
151,7,"35.922705440659165, -84.06254223827057",3/12/2022 12:57,3/12/2022 19:01,12,restaurant,work,drive,y,364
152,7,"35.922705440659165, -84.06254223827057",3/12/2022 19:01,3/12/2022 19:16,13,restaurant,work,stay,y,15
153,7,"35.90439249534806, -84.01991612135879",3/12/2022 19:16,3/12/2022 19:39,14,gym,pick_up_passenger,drive,y,23
154,7,"35.997048256020626, -83.94882142499111",3/12/2022 19:39,3/12/2022 20:00,15,home,home,drive,y,21
155,7,"35.997048256020626, -83.94882142499111",3/12/2022 20:00,3/12/2022 23:59,16,home,home,stay,y,239
156,7,"35.997048256020626, -83.94882142499111",3/12/2022 23:59,,17,home,home,stay,y,0
157,8,"36.003976178797195, -83.92272560840624",3/11/2022 0:00,3/11/2022 7:41,1,home,home,stay,y,461
158,8,"36.003976178797195, -83.92272560840624",3/11/2022 7:41,3/11/2022 7:55,2,home,home,stay,y,14
159,8,"35.98541780535343, -83.93441551861244",3/11/2022 7:55,3/11/2022 12:05,3,coffee_shop,work,bike,y,250
160,8,"35.98541780535343, -83.93441551861244",3/11/2022 12:05,3/11/2022 12:18,4,coffee_shop,work,stay,y,13
161,8,"35.979317850471645, -83.9125009510644",3/11/2022 12:18,3/11/2022 13:21,5,gym,recreation,bike,n,63
162,8,"35.979317850471645, -83.9125009510644",3/11/2022 13:21,3/11/2022 13:35,6,gym,recreation,stay,n,14
163,8,"36.003976178797195, -83.92272560840624",3/11/2022 13:35,3/11/2022 14:41,7,home,home,bike,n,66
164,8,"36.003976178797195, -83.92272560840624",3/11/2022 14:41,3/11/2022 14:55,8,home,home,stay,n,14
165,8,"35.99055723323696, -83.94078570239222",3/11/2022 14:55,3/11/2022 22:23,9,brewery,work,bike,y,448
166,8,"35.99055723323696, -83.94078570239222",3/11/2022 22:23,3/11/2022 22:38,10,brewery,work,stay,y,15
167,8,"36.003976178797195, -83.92272560840624",3/11/2022 22:38,3/12/2022 7:44,11,home,home,bike,y,546
168,8,"36.003976178797195, -83.92272560840624",3/12/2022 7:44,3/12/2022 7:59,12,home,home,stay,y,15
169,8,"35.98541780535343, -83.93441551861244",3/12/2022 7:59,3/12/2022 12:13,13,coffee_shop,work,bike,y,254
170,8,"35.98541780535343, -83.93441551861244",3/12/2022 12:13,3/12/2022 12:25,14,coffee_shop,work,stay,y,12
171,8,"35.96825146305257, -83.91764870802795",3/12/2022 12:25,3/12/2022 14:36,15,restaurant,eat,bike,y,131
172,8,"35.96825146305257, -83.91764870802795",3/12/2022 14:36,3/12/2022 14:55,16,restaurant,eat,stay,y,19
173,8,"35.99055723323696, -83.94078570239222",3/12/2022 14:55,3/12/2022 22:13,17,brewery,work,bike,y,438
174,8,"35.99055723323696, -83.94078570239222",3/12/2022 22:13,3/12/2022 22:29,18,brewery,work,stay,y,16
175,8,"36.003976178797195, -83.92272560840624",3/12/2022 22:29,3/12/2022 23:59,19,home,home,bike,y,90
176,8,"36.003976178797195, -83.92272560840624",3/12/2022 23:59,,20,home,home,stay,y,0
177,9,"35.87073530009007, -84.17053006073752",3/11/2022 0:00,3/11/2022 10:33,1,home,home,drive,y,633
178,9,"35.87073530009007, -84.17053006073752",3/11/2022 10:33,3/11/2022 10:44,2,home,home,stay,y,11
179,9,"35.89293648596633, -84.17087307100105",3/11/2022 10:44,3/11/2022 11:47,3,gym,recreation,drive,n,63
180,9,"35.89293648596633, -84.17087307100105",3/11/2022 11:47,3/11/2022 11:50,4,gym,recreation,stay,n,3
181,9,"35.89392177050691, -84.170150656711",3/11/2022 11:50,3/11/2022 12:11,5,grocery,shop,walk,n,21
182,9,"35.89392177050691, -84.170150656711",3/11/2022 12:11,3/11/2022 12:23,6,grocery,shop,stay,n,12
183,9,"35.87073530009007, -84.17053006073752",3/11/2022 12:23,3/12/2022 9:33,7,home,home,drive,n,1270
184,9,"35.87073530009007, -84.17053006073752",3/12/2022 9:33,3/12/2022 9:59,8,home,home,stay,n,26
185,9,"35.964755321634726, -83.91957883371988",3/12/2022 9:59,3/12/2022 11:39,9,restaurant,eat,drive,y,100
186,9,"35.964755321634726, -83.91957883371988",3/12/2022 11:39,3/12/2022 11:40,10,restaurant,eat,stay,y,1
187,9,"35.96497102451511, -83.91945668480665",3/12/2022 11:40,3/12/2022 13:03,11,store,shop,walk,n,83
188,9,"35.96497102451511, -83.91945668480665",3/12/2022 13:03,3/12/2022 13:25,12,store,shop,stay,n,22
189,9,"35.87073530009007, -84.17053006073752",3/12/2022 13:25,3/12/2022 17:00,13,home,home,drive,n,215
190,9,"35.87073530009007, -84.17053006073752",3/12/2022 17:00,3/12/2022 23:59,14,home,home,stay,y,419
191,9,"35.87073530009007, -84.17053006073752",3/12/2022 23:59,,15,home,home,stay,y,0
192,10,"35.9863030261866, -83.93202809469427",3/11/2022 0:00,3/11/2022 10:52,1,home,home,stay,y,652
193,10,"35.9863030261866, -83.93202809469427",3/11/2022 10:52,3/11/2022 11:07,2,home,home,stay,y,15
194,10,"35.96518946261866, -83.91984310584695",3/11/2022 11:07,3/11/2022 14:13,3,restaurant,work,bike,y,186
195,10,"35.96518946261866, -83.91984310584695",3/11/2022 14:13,3/11/2022 14:17,4,restaurant,work,stay,y,4
196,10,"35.963135020527524, -83.92152235615819",3/11/2022 14:17,3/11/2022 15:42,5,gym,recreation,bike,n,85
197,10,"35.963135020527524, -83.92152235615819",3/11/2022 15:42,3/11/2022 15:59,6,gym,recreation,stay,n,17
198,10,"35.9863030261866, -83.93202809469427",3/11/2022 15:59,3/12/2022 15:38,7,home,home,bike,n,1419
199,10,"35.9863030261866, -83.93202809469427",3/12/2022 15:38,3/12/2022 15:44,8,home,home,stay,n,6
200,10,"35.97182472014824, -83.91674784400168",3/12/2022 15:44,3/12/2022 15:46,9,parking_lot,travel,drive,y,2
201,10,"35.97067773174696, -83.91840226699581",3/12/2022 15:46,3/12/2022 23:01,10,restaurant,work,walk,y,435
202,10,"35.97067773174696, -83.91840226699581",3/12/2022 23:01,3/12/2022 23:04,11,restaurant,work,stay,y,3
203,10,"35.97182472014824, -83.91674784400168",3/12/2022 23:04,3/12/2022 23:10,12,parking_lot,travel,walk,y,6
204,10,"35.9863030261866, -83.93202809469427",3/12/2022 23:10,3/12/2022 23:59,13,home,home,drive,y,49
205,10,"35.9863030261866, -83.93202809469427",3/12/2022 23:59,,14,home,home,stay,y,0
206,11,"35.94836638998735, -84.02975351719066",3/11/2022 0:00,3/11/2022 7:42,1,home,home,stay,y,462
207,11,"35.94836638998735, -84.02975351719066",3/11/2022 7:42,3/11/2022 7:59,2,home,home,stay,y,17
208,11,"35.95991662563244, -83.92514290176926",3/11/2022 7:59,3/11/2022 8:05,3,parking_lot,travel,drive,y,6
209,11,"35.957127247780114, -83.92688110344932",3/11/2022 8:05,3/11/2022 17:09,4,school,work,walk,y,544
210,11,"35.957127247780114, -83.92688110344932",3/11/2022 17:09,3/11/2022 17:15,5,school,work,stay,y,6
211,11,"35.95991662563244, -83.92514290176926",3/11/2022 17:15,3/11/2022 17:22,6,parking_lot,travel,walk,y,7
212,11,"35.94896359506781, -83.93430022301129",3/11/2022 17:22,3/11/2022 18:42,7,gym,recreation,drive,n,80
213,11,"35.94896359506781, -83.93430022301129",3/11/2022 18:42,3/11/2022 18:48,8,gym,recreation,stay,n,6
214,11,"35.94987021232452, -83.93965109507255",3/11/2022 18:48,3/11/2022 19:21,9,grocery,shop,drive,n,33
215,11,"35.94987021232452, -83.93965109507255",3/11/2022 19:21,3/11/2022 19:35,10,grocery,shop,stay,n,14
216,11,"35.94836638998735, -84.02975351719066",3/11/2022 19:35,3/12/2022 9:12,11,home,home,drive,y,817
217,11,"35.94836638998735, -84.02975351719066",3/12/2022 9:12,3/12/2022 9:21,12,home,home,stay,y,9
218,11,"35.931407645784915, -84.00867170371788",3/12/2022 9:21,3/12/2022 10:32,13,gym,recreation,drive,n,71
219,11,"35.931407645784915, -84.00867170371788",3/12/2022 10:32,3/12/2022 10:35,14,gym,recreation,stay,n,3
220,11,"35.931270545560466, -84.00980355361774",3/12/2022 10:35,3/12/2022 11:53,15,restaurant,eat,drive,y,78
221,11,"35.931270545560466, -84.00980355361774",3/12/2022 11:53,3/12/2022 12:00,16,restaurant,eat,stay,y,7
222,11,"35.927275533901735, -84.04598705262448",3/12/2022 12:00,3/12/2022 12:59,17,grocery,shop,drive,n,59
223,11,"35.927275533901735, -84.04598705262448",3/12/2022 12:59,3/12/2022 13:10,18,grocery,shop,stay,n,11
224,11,"35.94836638998735, -84.02975351719066",3/12/2022 13:10,3/12/2022 18:00,19,home,home,drive,n,290
225,11,"35.94836638998735, -84.02975351719066",3/12/2022 18:00,3/12/2022 23:59,20,home,home,stay,y,359
226,11,"35.94836638998735, -84.02975351719066",3/12/2022 23:59,,21,home,home,stay,y,0
227,12,"35.89439427553805, -84.03280527538377",3/11/2022 0:00,3/11/2022 8:20,1,home,home,stay,y,500
228,12,"35.89439427553805, -84.03280527538377",3/11/2022 8:20,3/11/2022 8:27,2,home,home,stay,y,7
229,12,"35.920575313971895, -83.99068653979042",3/11/2022 8:27,3/11/2022 9:59,3,park,recreation,drive,n,92
230,12,"35.920575313971895, -83.99068653979042",3/11/2022 9:59,3/11/2022 10:06,4,park,recreation,stay,n,7
231,12,"35.89439427553805, -84.03280527538377",3/11/2022 10:06,3/12/2022 9:17,5,home,home,drive,n,1391
232,12,"35.89439427553805, -84.03280527538377",3/12/2022 9:17,3/12/2022 9:19,6,home,home,stay,n,2
233,12,"35.881898229544944, -84.03928066166561",3/12/2022 9:19,3/12/2022 9:55,7,store,shop,drive,n,36
234,12,"35.881898229544944, -84.03928066166561",3/12/2022 9:55,3/12/2022 10:02,8,store,shop,stay,n,7
235,12,"35.86266353739147, -84.06913206430451",3/12/2022 10:02,3/12/2022 10:41,9,store,shop,drive,n,39
236,12,"35.86266353739147, -84.06913206430451",3/12/2022 10:41,3/12/2022 11:15,10,store,shop,stay,n,34
237,12,"35.89439427553805, -84.03280527538377",3/12/2022 11:15,3/12/2022 16:00,11,home,home,drive,n,285
238,12,"35.89439427553805, -84.03280527538377",3/12/2022 16:00,3/12/2022 23:59,12,home,home,stay,y,479
